Gap,Rotation,freq (GHz)Freq,VSWR,S11dB,S21dB,S11,S21
3,30,1.14,2.449565377,-7.530531459,-0.90921151,-0.15189484060842368+0.3918036871469595i,-0.8550372102692498-0.2828774922779289i
3,30,1.145,2.4602206,-7.493706326,-0.917339774,-0.14779378546489474+0.39527563556182543i,-0.8576663804186965-0.27202947297927405i
3,30,1.15,2.470976721,-7.456918023,-0.925554508,-0.14362946313166058+0.39871211261850287i,-0.8601536550809245-0.2611463934003886i
3,30,1.155,2.48184177,-7.420143972,-0.933862185,-0.1394018018016402+0.4021133450700619i,-0.8624983243606573-0.25022812593541355i
3,30,1.16,2.492824028,-7.383361784,-0.942269299,-0.1351106722648549+0.40547955945054365i,-0.8646996001287932-0.23927457446889625i
3,30,1.165,2.50393203,-7.346549285,-0.950782349,-0.13075588701406093+0.40881097836712876i,-0.8667566178638318-0.2282856792414008i
3,30,1.17,2.515174558,-7.309684541,-0.959407828,-0.12633719956271913+0.4121078166870297i,-0.8686684387657058-0.2172614215976057i
3,30,1.175,2.526560645,-7.272745892,-0.968152205,-0.12185430398491494+0.41537027763121454i,-0.8704340521340945-0.20620182860123445i
3,30,1.18,2.538099577,-7.235711977,-0.977021919,-0.11730683468612974+0.41859854878792846i,-0.8720523780023702-0.195106977501725i
3,30,1.185,2.549800889,-7.198561762,-0.986023354,-0.11269436641300129+0.4217927980597528i,-0.8735222700173866-0.18397700003815803i
3,30,1.19,2.561674369,-7.161274571,-0.995162833,-0.10801641450934331+0.4249531695587058i,-0.8748425185544814-0.17281208656665667i
3,30,1.195,2.573730055,-7.12383011,-1.004446593,-0.10327243542478869+0.42807977946457143i,-0.8760118540562242-0.16161248999818825i
3,30,1.2,2.585978244,-7.086208498,-1.013880775,-0.09846182748143302+0.43117271186228434i,-0.8770289505827025-0.1503785295344976i
3,30,1.205,2.598429485,-7.048390292,-1.023471403,-0.09358393190280277+0.43423201457475724i,-0.8778924295604122-0.139110594190727i
3,30,1.21,2.611094586,-7.010356517,-1.033224366,-0.08863803410837884+0.43725769500802947i,-0.8786008637161883-0.12780914609415525i
3,30,1.215,2.623984618,-6.972088685,-1.043145401,-0.08362336527574879+0.44024971602602664i,-0.8791527811820224-0.11647472354940311i
3,30,1.22,2.637110913,-6.933568828,-1.053240076,-0.07853910417125771+0.44320799187255155i,-0.879546669756091-0.10510794386139885i
3,30,1.225,2.650485074,-6.894779517,-1.063513764,-0.07338437924879697+0.4461323841583527i,-0.8797809813048714-0.09370950590837655i
3,30,1.23,2.664118975,-6.855703886,-1.073971631,-0.06815827101510438+0.4490226979312728i,-0.8798541362908492-0.08228019245817801i
3,30,1.235,2.678024768,-6.816325654,-1.084618614,-0.06285981465865118+0.45187867784750274i,-0.8797645284099868-0.07082087222215067i
3,30,1.24,2.692214889,-6.776629146,-1.095459398,-0.05748800293789783+0.45470000446193237i,-0.8795105293229054-0.05933250164196635i
3,30,1.245,2.706702067,-6.736599314,-1.106498399,-0.05204178932338398+0.45748629065540847i,-0.8790904934635392-0.04781612640572743i
3,30,1.25,2.721499327,-6.69622175,-1.117739742,-0.04652009138681225+0.46023707821646126i,-0.8785027629089445-0.036272882690771814i
3,30,1.255,2.735360866,-6.658855301,-1.128620623,-0.04100151036729132+0.46276365205671155i,-0.8777948234935542-0.024992098788223963i
3,30,1.26,2.749271392,-6.621793689,-1.139494605,-0.03543249633284451+0.4652156402462836i,-0.8769440133747278-0.013753102561223984i
3,30,1.265,2.763237397,-6.585016551,-1.150371114,-0.02981346433215252+0.4675932159589103i,-0.8759505629998311-0.002555530282989628i
3,30,1.27,2.777265788,-6.548503285,-1.161259772,-0.02414477997911823+0.4698965672409112i,-0.8748145994009898+0.008600974463769366i
3,30,1.275,2.791363893,-6.512233069,-1.172170397,-0.01842675764181084+0.47212589410180067i,-0.8735361467943201+0.019716753939500637i
3,30,1.28,2.805539468,-6.476184884,-1.183113003,-0.012659658762980891+0.4742814054409893i,-0.8721151276005323+0.03079212943426395i
3,30,1.285,2.819800698,-6.440337529,-1.194097793,-0.006843690324949483+0.4763633158148101i,-0.8705513638851516+0.04182739451506046i
3,30,1.29,2.83415621,-6.404669645,-1.205135161,-9.790034717347988E-4+0.4783718420490139i,-0.8688445792146975+0.052822808361017666i
3,30,1.295,2.84861507,-6.369159739,-1.216235683,0.0049343076987458274+0.48030719970285496i,-0.8669944009233377+0.0637785892131842i
3,30,1.3,2.863186796,-6.333786204,-1.22741011,0.010896207159632165+0.48216959939186144i,-0.865000362782686+0.07469490796532699i
3,30,1.305,2.877881359,-6.298527342,-1.238669363,0.016906717784621543+0.48395924297740195i,-0.8628619080655593+0.08557188192161962i
3,30,1.31,2.89270919,-6.263361391,-1.25002452,0.022965921969635452+0.4856763196321883i,-0.8605783929927712+0.09640956874647826i
3,30,1.315,2.907681183,-6.228266553,-1.261486808,0.02907396203456729+0.4873210017918795i,-0.8581490905502922+0.10720796063103315i
3,30,1.32,2.922808706,-6.193221012,-1.273067587,0.03523104039342292+0.48889344100401555i,-0.8555731946624129+0.1179669786998281i
3,30,1.325,2.938103603,-6.158202968,-1.284778341,0.04143741948163804+0.49039376368653875i,-0.8528498247049549+0.12868646768032216i
3,30,1.33,2.953578199,-6.123190664,-1.29663066,0.04769342142991619+0.49182206680921214i,-0.8499780303410561+0.13936619085663285i
3,30,1.335,2.96924531,-6.08816241,-1.308636225,0.05399942747458672+0.49317841351226266i,-0.8469567966605706+0.15000582532770929i
3,30,1.34,2.98511825,-6.053096614,-1.320806789,0.060355877095225385+0.494462828677595i,-0.8437850496028247+0.16060495758877566i
3,30,1.345,3.001210834,-6.017971814,-1.333154162,0.06676326687112139+0.4956752944688876i,-0.8404616616412+0.17116307945343462i
3,30,1.35,3.017537392,-5.982766702,-1.345690188,0.07322214904910505+0.496815745857835i,-0.8369854577068763+0.1816795843322855i
3,30,1.355,3.034112772,-5.947460157,-1.358426725,0.0797331298162823+0.4978840661546893i,-0.8333552213280728+0.19215376388229724i
3,30,1.36,3.050952355,-5.912031275,-1.371375623,0.08629686727234366+0.4988800825621088i,-0.8295697009602117+0.20258480503949267i
3,30,1.365,3.06807206,-5.876459399,-1.384548703,0.09291406909732747+0.4998035617720874i,-0.8256276164816819+0.21297178744575737i
3,30,1.37,3.08548836,-5.840724146,-1.397957732,0.09958548991202718+0.5006542056264521i,-0.8215276658292316+0.22331368127879808i
3,30,1.375,3.10321829,-5.804805442,-1.411614397,0.10631192832962177+0.5014316468620466i,-0.8172685317465412+0.23360934549244097i
3,30,1.38,3.121172001,-5.768897095,-1.425731546,0.11309315841003445+0.5021227135627903i,-0.812831429041459+0.2438472934464756i
3,30,1.385,3.139226654,-5.733248138,-1.439835553,0.11990107989666446+0.5027171465823335i,-0.8082750711968532+0.2539938592173582i
3,30,1.39,3.15739192,-5.697838396,-1.453941566,0.12673558660680004+0.5032152322834519i,-0.8035991099210368+0.26404965217394144i
3,30,1.395,3.175678139,-5.662647357,-1.468065134,0.1335966359355822+0.5036172440014317i,-0.7988030771415535+0.2740152088671931i
3,30,1.4,3.194096332,-5.627654199,-1.482222211,0.14048424955136102+0.5039234377725014i,-0.793886389667702+0.2838909846164432i
3,30,1.405,3.212658215,-5.59283781,-1.496429153,0.14739851386468053+0.504134047920438i,-0.7888483544128969+0.29367734537083034i
3,30,1.41,3.23137622,-5.558176811,-1.51070271,0.15433958025660366+0.5042492825111055i,-0.7836881741603395+0.30337455988496315i
3,30,1.415,3.250263503,-5.523649588,-1.525060019,0.16130766505231003+0.504269318685904i,-0.7784049538525633+0.31298279224679126i
3,30,1.42,3.269333962,-5.48923431,-1.539518599,0.16830304922619602+0.5041942978863064i,-0.7729977073825813+0.32250209479442205i
3,30,1.425,3.288602256,-5.45490896,-1.554096333,0.17532607782509757+0.5040243209829118i,-0.7674653648615942+0.3319324014571465i
3,30,1.43,3.308083818,-5.420651363,-1.568811459,0.1823771590967569+0.5037594433236856i,-0.761806780335571+0.3412735215542179i
3,30,1.435,3.327794874,-5.386439214,-1.583682554,0.1894567633112471+0.5033996697173159i,-0.7560207399204787+0.3505251340830263i
3,30,1.44,3.347752459,-5.352250105,-1.598728514,0.1965654212637722+0.5029449493688702i,-0.7501059703235406+0.359686782526168i
3,30,1.445,3.367974441,-5.31806156,-1.613968535,0.203703722448085+0.5023951707861832i,-0.7440611477156878+0.3687578702046074i
3,30,1.45,3.388479533,-5.283851062,-1.629422094,0.2108723128906926+0.5017501566766281i,-0.7378849069182857+0.3777376562016164i
3,30,1.455,3.409287322,-5.249596086,-1.645108922,0.2180718926370768+0.5010096588551254i,-0.7315758508653781+0.386625251879518i
3,30,1.46,3.430418289,-5.215274131,-1.66104898,0.2253032128823151+0.5001733531854005i,-0.7251325603010165+0.3954196180084314i
3,30,1.465,3.451893832,-5.180862754,-1.677262434,0.23256707273981148+0.49924083457760765i,-0.7185536036698127+0.4041195625232765i
3,30,1.47,3.473736293,-5.1463396,-1.693769623,0.23986431564323282+0.4982116120664942i,-0.7118375471576416+0.41272373892220704i
3,30,1.475,3.495968987,-5.111682439,-1.710591032,0.2471958253783119+0.4970851039952459i,-0.7049829648384481+0.4212306453164934i
3,30,1.48,3.518616234,-5.0768692,-1.727747258,0.2545625217428255+0.4958606333310403i,-0.697988448882409+0.4296386241386165i
3,30,1.485,3.541703387,-5.041877999,-1.745258978,0.26196535583485225+0.49453742313913585i,-0.6908526197802315+0.43794586251204165i
3,30,1.49,3.565256874,-5.006687181,-1.763146914,0.26940530497129833+0.49311459224298804i,-0.6835741365381657+0.4461503932828089i
3,30,1.495,3.589304234,-4.971275347,-1.7814318,0.2768833672406985+0.49159115109844204i,-0.6761517067983771+0.4542500967097226i
3,30,1.5,3.613874162,-4.935621394,-1.800134342,0.28440055569640404+0.4899659979104489i,-0.6685840968396642+0.4622427028065912i
3,30,1.505,3.638853512,-4.89990752,-1.819767142,0.2919604145629287+0.4882209172504268i,-0.6608267513293984+0.470107546299997i
3,30,1.51,3.664054725,-4.864409912,-1.839372215,0.29951484375202125+0.48636121874032845i,-0.6529950400941827+0.4778370935521984i
3,30,1.515,3.689493756,-4.829108432,-1.858976508,0.3070642267831394+0.4843869411341458i,-0.6450874812507479+0.4854318916435188i
3,30,1.52,3.715187791,-4.793982437,-1.878607957,0.3146090167946631+0.4822980610373334i,-0.6371024726472008+0.4928922934063866i
3,30,1.525,3.741155292,-4.759010811,-1.898295489,0.32214973509785433+0.4800944867128969i,-0.6290383049989087+0.5002184471478371i
3,30,1.53,3.767416036,-4.724171996,-1.918069021,0.3296869693371954+0.4777760517821879i,-0.6208931758502749+0.5074102872122911i
3,30,1.535,3.793991163,-4.68944402,-1.937959455,0.337221371238206+0.4753425088404832i,-0.6126652043079261+0.5144675254530789i
3,30,1.54,3.820903216,-4.654804536,-1.957998661,0.3447536539244624+0.47279352300937105i,-0.6043524464848725+0.5213896436776045i
3,30,1.545,3.848176194,-4.620230851,-1.978219465,0.352284588786334+0.4701286654499386i,-0.5959529115894927+0.528175887126919i
3,30,1.55,3.875835603,-4.585699964,-1.998655633,0.3598150018848984+0.4673474068627271i,-0.5874645785877267+0.5348252590458276i
3,30,1.555,3.903908504,-4.551188601,-2.019341844,0.36734576987563794+0.46444911100246217i,-0.5788854133617727+0.5413365163944917i
3,30,1.56,3.932423574,-4.516673251,-2.040313666,0.37487781543783627+0.4614330282375368i,-0.570213386283843+0.5477081667468284i
3,30,1.565,3.961411164,-4.482130205,-2.061607524,0.3824121021971262+0.4582982891862294i,-0.5614464901192407+0.5539384664149196i
3,30,1.57,3.990903364,-4.447535595,-2.083260667,0.3899496291303712+0.45504389846360094i,-0.5525827581692199+0.5600254198320921i
3,30,1.575,4.020934068,-4.412865432,-2.105311134,0.3974914244439914+0.45166872857490503i,-0.5436202825607732+0.5659667802204251i
3,30,1.58,4.051539053,-4.37809565,-2.127797706,0.4050385389190406+0.4481715139932015i,-0.5345572325877852+0.5717600515611784i
3,30,1.585,4.082756052,-4.343202143,-2.150759871,0.4125920387186991+0.4445508454605899i,-0.5253918730058407+0.5774024918790752i
3,30,1.59,4.114624845,-4.308160807,-2.174237774,0.4201529976564845+0.44080516455412644i,-0.5161225821814845+0.5828911178435833i
3,30,1.595,4.147187349,-4.272947586,-2.198272167,0.4277224889263293+0.43693275855897346i,-0.506747869995894+0.588222710682347i
3,30,1.6,4.180487721,-4.237538509,-2.222904362,0.4353015762987475+0.43293175569265846i,-0.49726639540275186+0.5933938233938194i
3,30,1.605,4.214572465,-4.201909735,-2.248176177,0.4428913047906029+0.4288001207254611i,-0.48767698354066297+0.5984007892379437i
3,30,1.61,4.249490555,-4.166037594,-2.27412988,0.4504926908195427+0.4245356510428578i,-0.47797864230170656+0.6032397314755764i
3,30,1.615,4.285293567,-4.129898631,-2.300808136,0.45810671185784657+0.4201359731966195i,-0.46817057825967223+0.6079065743191948i
3,30,1.62,4.322035822,-4.093469644,-2.328253945,0.46573429560441626+0.41559853999154944i,-0.4582522118642326+0.6123970550494467i
3,30,1.625,4.359774543,-4.05672773,-2.356510592,0.47337630869768965+0.41092062815490626i,-0.44822319181067516+0.6167067372443045i
3,30,1.63,4.398221378,-4.019980462,-2.386927032,0.48103650685332017+0.40605873480302856i,-0.43798097266603514+0.6207635476632523i
3,30,1.635,4.437220946,-3.983390632,-2.417280843,0.4886482230941648+0.4010679992671643i,-0.4277405890387148+0.6246541159368078i
3,30,1.64,4.476803199,-3.946940538,-2.447625187,0.4962122127436751+0.3959473135602174i,-0.4174985301144739+0.6283781138513831i
3,30,1.645,4.517000656,-3.910611726,-2.47801623,0.5037292712315465+0.39069541195541546i,-0.40725121928598673+0.6319347514415655i
3,30,1.65,4.557848529,-3.874385039,-2.508513179,0.5112002268123141+0.3853108616410192i,-0.39699505087837417+0.6353227644748346i
3,30,1.655,4.59938485,-3.838240671,-2.539178311,0.5186259324463329+0.3797920534187198i,-0.3867264284737863+0.6385404046934949i
3,30,1.66,4.641650608,-3.802158213,-2.570076987,0.5260072568100768+0.3741371924998482i,-0.3764418046299435+0.6415854329994073i
3,30,1.665,4.68468989,-3.766116708,-2.601277656,0.5333450744048579+0.36834428945832515i,-0.36613772176651893+0.6444551157522734i
3,30,1.67,4.728550033,-3.730094707,-2.632851853,0.5406402547356898+0.36241115140417396i,-0.35581085397319756+0.6471462243350355i
3,30,1.675,4.773281786,-3.694070322,-2.664874179,0.5478936505351236+0.3563353734463744i,-0.34545804947443504+0.6496550381203946i
3,30,1.68,4.818939482,-3.658021284,-2.697422277,0.5551060850105761+0.3501143305188057i,-0.335076373468624+0.6519773509506837i
3,30,1.685,4.865581222,-3.621925001,-2.730576796,0.5622783380979218+0.34374516964797885i,-0.32466315104384375+0.6541084812193624i
3,30,1.69,4.913269069,-3.585758615,-2.764421343,0.5694111317089672+0.33722480274613237i,-0.31421600985888626+0.6560432856164223i
3,30,1.695,4.962069271,-3.549499067,-2.799042435,0.5765051139659555+0.33054990001800405i,-0.303732922267058+0.6577761765721981i
3,30,1.7,5.012052484,-3.513123152,-2.834529434,0.5835608424224131+0.32371688407413585i,-0.29321224655161043+0.6593011434045766i
3,30,1.705,5.063294031,-3.476607581,-2.870974487,0.5905787662765213+0.3167219248478368i,-0.28265276693579294+0.6606117771437441i
3,30,1.71,5.115874174,-3.439929046,-2.908472446,0.5975592075907759+0.3095609354168542i,-0.27205373202760985+0.6617012989765737i
3,30,1.715,5.169878416,-3.403064275,-2.947120803,0.6045023415399945+0.30222956883429114i,-0.26141489135963497+0.6625625922198622i
3,30,1.72,5.225397837,-3.365990096,-2.987019607,0.6114081757187443+0.2947232160762592i,-0.25073652968781024+0.663188237698228i
3,30,1.725,5.282529454,-3.328683495,-3.028271386,0.6182765285490063+0.28703700521609027i,-0.24001949872014042+0.6635705523688424i
3,30,1.73,5.341376629,-3.291121674,-3.070981076,0.6251070068392922+0.27916580193652235i,-0.22926524595671868+0.6637016310017542i
3,30,1.735,5.402049515,-3.25328211,-3.115255941,0.6318989825575484+0.2711042114920105i,-0.21847584033656967+0.6635733906916393i
3,30,1.74,5.464665551,-3.215142605,-3.161205504,0.638651568891855+0.2628465822331117i,-0.2076539944044114+0.6631776179448791i
3,30,1.745,5.529350019,-3.176681342,-3.208941482,0.6453635956852052+0.2543870108035759i,-0.19680308273157504+0.6625060180552276i
3,30,1.75,5.596236657,-3.137876932,-3.258577729,0.6520335843433668+0.24571934911828144i,-0.18592715634986612+0.6615502664524481i
3,30,1.755,5.663347558,-3.09989364,-3.308242757,0.6585288186886618+0.23691899314831197i,-0.17517693335513218+0.6604250754943788i
3,30,1.76,5.732108648,-3.06192818,-3.358615469,0.6649276350945987+0.2279528719378049i,-0.16449140360197448+0.6590957777305356i
3,30,1.765,5.802606137,-3.023967101,-3.409845511,0.6712291361143945+0.21881597734062697i,-0.15386740180219408+0.6575545309888222i
3,30,1.77,5.874932286,-2.985996747,-3.462091248,0.6774321805705497+0.2095029703337276i,-0.14330251819320292+0.6557926992547874i
3,30,1.775,5.949185695,-2.94800336,-3.515519749,0.6835353511212169+0.20000817792145564i,-0.1327951928815053+0.6538009097642424i
3,30,1.78,6.025471612,-2.909973184,-3.570306753,0.6895369199874793+0.19032559204668084i,-0.12234480630669234+0.6515691206381635i
3,30,1.785,6.103902255,-2.871892572,-3.626636613,0.6954348128938651+0.18044887075324947i,-0.11195176462517797+0.6490866988579664i
3,30,1.79,6.184597162,-2.833748092,-3.684702225,0.701226571298071+0.17037134185417818i,-0.10161757881071609+0.646342508237638i
3,30,1.795,6.26768356,-2.795526628,-3.744704953,0.7069093130119898+0.16008600936828785i,-0.0913449362838488+0.6433250069043195i
3,30,1.8,6.353296762,-2.757215482,-3.806854549,0.7124796913447241+0.14958556299428977i,-0.08113776391561946+0.6400223536528341i
3,30,1.805,6.4415806,-2.718802474,-3.871369088,0.7179338529293539+0.1388623908952911i,-0.0710012813026902+0.6364225223947954i
3,30,1.81,6.532687892,-2.680276034,-3.938474911,0.7232673944286498+0.12790859606779764i,-0.06094204328160988+0.6325134237816358i
3,30,1.815,6.626499329,-2.6417393,-4.008743397,0.7284661654451094+0.11671193268752085i,-0.050956476961055715+0.6282594434935205i
3,30,1.82,6.722815092,-2.603318457,-4.080943015,0.7335053057534986+0.10531426739628343i,-0.04110042030337752+0.6237521898318775i
3,30,1.825,6.82191123,-2.564946073,-4.154495465,0.7383828676271265+0.09372920397499125i,-0.03140058024552485+0.6190378770963123i
3,30,1.83,6.923898079,-2.526626059,-4.22966896,0.7430938790213778+0.08194945916763419i,-0.021856000310271764+0.6141036456943331i
3,30,1.835,7.028889488,-2.488363141,-4.306751854,0.7476327244104648+0.06996742572276919i,-0.01246744504553217+0.608935649574239i
3,30,1.84,7.137002288,-2.450163058,-4.386052789,0.7519930852480972+0.057775194418652594i,-0.0032375656756601042+0.6035192286504141i
3,30,1.845,7.248355651,-2.412032745,-4.467900775,0.75616787859028+0.04536458187028943i,0.005828950533854847+0.5978391056181612i
3,30,1.85,7.363070297,-2.373980522,-4.55264523,0.7601491942623133+0.03272716463591187i,0.014725250767599575+0.5918796057161752i
3,30,1.855,7.481267563,-2.336016275,-4.640655997,0.7639282310282278+0.019854320138355634i,0.023442210473186956+0.5856248974586841i
3,30,1.86,7.603068291,-2.298151628,-4.73232336,0.767495232302515+0.006737274906280072i,0.03196835377477413+0.5790592518242628i
3,30,1.865,7.728591536,-2.260400115,-4.828058092,0.7708394220305065-0.006632839380192594i,0.04028980349345497+0.5721673168678645i
3,30,1.87,7.85795307,-2.222777324,-4.928291559,0.7739489414543226-0.020264921586483027i,0.04839026342308762+0.5649344042310648i
3,30,1.875,7.991263664,-2.185301043,-5.03347592,0.7768107875747798-0.03416782815460596i,0.05625103506995684+0.5573467835772329i
3,30,1.88,8.127245992,-2.148360142,-5.144507569,0.7793789840394283-0.048326967028623304i,0.06387207022842209+0.5493624157083722i
3,30,1.885,8.267295003,-2.111603961,-5.257875851,0.7816787368491906-0.06267428840779717i,0.07119576849769504+0.5412287144953339i
3,30,1.89,8.411420964,-2.075074356,-5.374051669,0.7836973710924833-0.0772169445433663i,0.07822007072417886+0.5329287822563205i
3,30,1.895,8.559605857,-2.038816677,-5.493555611,0.7854209332894053-0.09196202754377311i,0.08493956583798246+0.524444550596015i
3,30,1.9,8.711796984,-2.002880145,-5.616959017,0.7868341087620775-0.10691647013512086i,0.09134518230692357+0.5157572204765047i
3,30,1.905,8.8678997,-1.967318233,-5.744884733,0.7879201422612138-0.12208693233145942i,0.09742393325881665+0.5068477651178618i
3,30,1.91,9.027769205,-1.932189033,-5.878007561,0.7886607635286954-0.13747967334250477i,0.10315872750446649+0.49769748953703113i
3,30,1.915,9.191201381,-1.897555605,-6.017054444,0.789036119683916-0.15310040819048462i,0.10852825808670981+0.4882886381228217i
3,30,1.92,9.357922695,-1.86348631,-6.162804445,0.7890247165281169-0.16895414869126416i,0.11350697888159092+0.47860503925584913i
3,30,1.925,9.5275792,-1.830055115,-6.316088543,0.7886033710600291-0.18504502868115208i,0.11806517817193839+0.4686327737205299i
3,30,1.93,9.699724782,-1.797341862,-6.477789318,0.7877471776807794-0.20137611364255223i,0.12216915601072288+0.45836085163435614i
3,30,1.935,9.873808831,-1.765432502,-6.648840506,0.7864294907280155-0.2179491952007938i,0.12578150962761314+0.44778188095145766i
3,30,1.94,10.04747171,-1.734713286,-6.831561332,0.7845965652393562-0.2347526221256303i,0.12887076810383802+0.43681700408900487i
3,30,1.945,10.22171935,-1.70495004,-7.021740793,0.7822799237980433-0.25169613287318926i,0.13146965094378776+0.42572952617074616i
3,30,1.95,10.39806585,-1.67585356,-7.217173699,0.779499924858786-0.2687606390910984i,0.13358252040757454+0.41466827261632394i
3,30,1.955,10.57559582,-1.647550956,-7.418805566,0.7762304685827496-0.2859434952011653i,0.13519884357951562+0.4036150466177774i
3,30,1.96,10.75320228,-1.620179584,-7.627700889,0.7724436366421522-0.3032402494911375i,0.1363016776502616+0.39255194582810593i
3,30,1.965,10.92956502,-1.593887692,-7.845042639,0.7681097266841033-0.3206443429476703i,0.13686737137662267+0.38146254866131996i
3,30,1.97,11.10313079,-1.568835025,-8.072127995,0.7631973233650642-0.3381467900788073i,0.13686547007195565+0.3703332225729761i
3,30,1.975,11.27209696,-1.545193356,-8.31035927,0.757673411081047-0.35573584516703366i,0.13625886140087415+0.35915451930348674i
3,30,1.98,11.4344008,-1.523146948,-8.561228548,0.7515035334137068-0.3733966584351002i,0.13500419315305154+0.3479226114501364i
3,30,1.985,11.58771699,-1.50289292,-8.826293866,0.7446520040233895-0.3911109277189233i,0.13305258508633638+0.3366407151546932i
3,30,1.99,11.72946624,-1.484641521,-9.107143702,0.7370821732169212-0.4088565523967819i,0.1303506450041218+0.325320435997357i
3,30,1.995,11.8568381,-1.468616271,-9.405344931,0.7287567536733758-0.42660729748464643i,0.12684178485419711+0.31398297022325566i
3,30,2,11.96683095,-1.455053998,-9.722366951,0.7196382078035253-0.4443324769275035i,0.1224678164569592+0.3026600919745002i
3,30,2.005,12.05208787,-1.444713196,-10.06406648,0.7096932457923159-0.4618995800013774i,0.11718748008458793+0.29120909473544637i
3,30,2.01,12.12475176,-1.436015383,-10.41090835,0.6990861114047533-0.4793034245698214i,0.11134459699098384+0.280311752743394i
3,30,2.015,12.18206214,-1.429229065,-10.76359888,0.6877877456556404-0.4965125565486591i,0.10494014095023625+0.26993338178048554i
3,30,2.02,12.22110656,-1.42464238,-11.12267777,0.6757693805051335-0.5134908074894214i,0.0979588467400351+0.2600471028217749i
3,30,2.025,12.23888729,-1.422563378,-11.48825754,0.6630031218446297-0.5301969813420468i,0.09037277958012858+0.2506372131768645i
3,30,2.03,12.2324097,-1.423320062,-11.85970689,0.6494626187798814-0.546584604462543i,0.08214496618368416+0.24170114198174744i
3,30,2.035,12.19879156,-1.427260181,-12.23525411,0.6351238144186049-0.5626017577898913i,0.07323266506304218+0.2332504748300058i
3,30,2.04,12.13539023,-1.434750767,-12.61148089,0.619965769406845-0.5781910104994091i,0.06359023406287143+0.22531153155885453i
3,30,2.045,12.03994166,-1.4461774,-12.98268931,0.6039715451361934-0.5932894739967239i,0.053171798775900385+0.21792579401178364i
3,30,2.05,11.91070222,-1.461943229,-13.34016952,0.5871291290346172-0.6078289937031808i,0.041933993314215615+0.21115023848599712i
3,30,2.055,11.74658199,-1.482467748,-13.67148933,0.5694323798792159-0.6217364935907785i,0.029838970707690336+0.20505743326696296i
3,30,2.06,11.54725659,-1.508185358,-13.9600824,0.550881966895499-0.6349344847951123i,0.016857733224476996+0.19973516356374751i
3,30,2.065,11.30987277,-1.540005168,-14.19783051,0.5315013256861737-0.6472718165841987i,0.0031043174178364795+0.19500846064723237i
3,30,2.07,11.05111232,-1.57626016,-14.35596162,0.5115139663902109-0.6587689609117929i,-0.010968135353452903+0.1912002805632169i
3,30,2.075,10.77938755,-1.616221067,-14.40926007,0.49098628322981414-0.6694656412190131i,-0.02527192492454012+0.18865789657162785i
3,30,2.08,10.49460671,-1.66034273,-14.35559312,0.4699353826975349-0.6792978614363072i,-0.03974130463325336+0.18735417854221298i
3,30,2.085,10.19706794,-1.709098373,-14.20009604,0.4483861489557092-0.6881990559695892i,-0.05432639707703259+0.18726115840251023i
3,30,2.09,9.887471228,-1.762976251,-13.95368512,0.42637208860377185-0.6961011423485925i,-0.06899252758068966+0.18835492379477972i
3,30,2.095,9.566910746,-1.822475938,-13.63061941,0.40393601572209925-0.7029357757831349i,-0.0837182124357457+0.19062047690991354i
3,30,2.1,9.236846551,-1.88810436,-13.24602721,0.38113052934372255-0.7086357784817015i,-0.09849171946582351+0.19405620142827298i
3,30,2.105,8.899056252,-1.960371711,-12.81406444,0.35801824068997806-0.7131367046087824i,-0.11330620472307308+0.19867754853805925i
3,30,2.11,8.555569625,-2.039787385,-12.34692436,0.33467171591908407-0.7163784909073976i,-0.1281534956880483+0.2045195396036533i
3,30,2.115,8.208590691,-2.126856059,-11.85457776,0.3111731114913442-0.7183071342321199i,-0.14301662058164472+0.2116376462246895i
3,30,2.12,7.860413065,-2.222074069,-11.34499168,0.28761349296870725-0.7188763313796599i,-0.1578611949867813+0.22010646309456638i
3,30,2.125,7.513334794,-2.325926213,-10.824593,0.2640918432930673-0.7180490143358187i,-0.17262590717011192+0.2300152114441777i
3,30,2.13,7.171552645,-2.4382029,-10.32318867,0.24090447532803896-0.7157969596750535i,-0.18675351835067083+0.24073134545887687i
3,30,2.135,6.84680183,-2.55548621,-9.837664894,0.2180332731902309-0.7125054023228783i,-0.19987652709219927+0.25270143672083106i
3,30,2.14,6.537473094,-2.678282917,-9.371838671,0.19554490697074325-0.7081568766954941i,-0.21192377727673462+0.26580180757648214i
3,30,2.145,6.242318769,-2.807084216,-8.927523238,0.17351283795254985-0.7027413369978905i,-0.22286080649069775+0.2799002942246644i
3,30,2.15,5.960382109,-2.942358992,-8.504750062,0.15201598049654713-0.6962575946788447i,-0.23269524748854756+0.29487669546902706i
3,30,2.155,5.690935001,-3.084547914,-8.102122334,0.13113709316595645-0.6887144592793472i,-0.24146456871033511+0.31064586591890125i
3,30,2.16,5.433423504,-3.23405844,-7.717467156,0.11096096865774938-0.6801315318750126i,-0.24920978023371435+0.32716539451872617i
3,30,2.165,5.187420994,-3.391260809,-7.34850717,0.09157250278481903-0.6705396175002077i,-0.25595448150861133+0.3444238501124893i
3,30,2.17,4.952588718,-3.556485004,-6.993226151,0.07305472856302087-0.6599807428827048i,-0.26169919219012744+0.3624240823346726i
3,30,2.175,4.728643537,-3.73001866,-6.649945881,0.05548690162304258-0.6485077868043317i,-0.26642430475128803+0.3811727131778087i
3,30,2.18,4.515332488,-3.912105817,-6.31729215,0.03894271761250343-0.6361837505649698i,-0.27009351854654423+0.4006754737230583i
