rot (deg),freq (GHz),S11 (1)
190,3.591836735,-0.04093628330892458-0.5087376139168605*i
190,3.612244898,-0.04500311644549339-0.5831394141658576*i
190,3.632653061,-0.07125060264573489-0.652648999751294*i
190,3.653061224,-0.11192424297819385-0.7049583923106127*i
190,3.673469388,-0.1601922786124643-0.7430228618533801*i
190,3.693877551,-0.21280627259363918-0.7707071238113398*i
190,3.714285714,-0.2652594544900968-0.7863899468090374*i
190,3.734693878,-0.31627572767362294-0.7933425530037268*i
190,3.755102041,-0.36612222353879254-0.794282351915105*i
190,3.775510204,-0.41296266833934986-0.7892805257787187*i
190,3.795918367,-0.4569918908833558-0.7798504958511147*i
190,3.816326531,-0.4990179320531697-0.7671899149402888*i
190,3.836734694,-0.5382508712914669-0.7515475414840088*i
190,3.857142857,-0.5749613173180302-0.7335522843521373*i
190,3.87755102,-0.6098489120373081-0.7136694195676667*i
190,3.897959184,-0.6427177537426152-0.6920921750211653*i
190,3.918367347,-0.6731412882070131-0.6691685071424665*i
190,3.93877551,-0.7015065577183511-0.6451186034970248*i
190,3.959183673,-0.7281859045393931-0.6200688668647912*i
190,3.979591837,-0.7535217278832212-0.5940649273191451*i
190,4,-0.777815556945569-0.5670860327988094*i
200,3,0.18359853421195435-0.9547930434721763*i
200,3.020408163,0.14785390708394122-0.9585855979284543*i
200,3.040816327,0.11194235249179044-0.9610014130992414*i
200,3.06122449,0.07568816591571294-0.9619249611451668*i
200,3.081632653,0.03892053378933336-0.9611923380864407*i
200,3.102040816,0.001483037005630612-0.9585890212179282*i
200,3.12244898,-0.036755807717525305-0.9538494362101853*i
200,3.142857143,-0.07597124947398429-0.9464487751568798*i
200,3.163265306,-0.11489006585172026-0.9372333207889761*i
200,3.183673469,-0.15372483860669234-0.9259078931745931*i
200,3.204081633,-0.19274363563290572-0.9119273102458819*i
200,3.224489796,-0.23211470856954758-0.8945855261288373*i
200,3.244897959,-0.2718510165318632-0.8730232952419177*i
200,3.265306122,-0.31210805857417073-0.8453268108502212*i
200,3.285714286,-0.3504431287839326-0.8145960605300201*i
200,3.306122449,-0.3867321502838257-0.7804824981185702*i
200,3.326530612,-0.4208551934663896-0.7412631923315756*i
200,3.346938776,-0.4518398945898971-0.6947033209773696*i
200,3.367346939,-0.47740116623570256-0.6383739343155413*i
200,3.387755102,-0.4939034139484937-0.5678158587267889*i
200,3.408163265,-0.49757023232752917-0.49360894039697234*i
200,3.428571429,-0.4867217123817437-0.4198779183266147*i
200,3.448979592,-0.45794974188033755-0.3468550432260541*i
200,3.469387755,-0.40446037272511853-0.27746786044815347*i
200,3.489795918,-0.31845780471009993-0.22227161781058669*i
200,3.510204082,-0.20683242150373402-0.19973359191761939*i
200,3.530612245,-0.09986459272545624-0.21929415534824098*i
200,3.551020408,-0.008112988131805198-0.27810934958678146*i
200,3.571428571,0.05632674170843041-0.36915154862906896*i
200,3.591836735,0.08058113053419493-0.46731506624389435*i
200,3.612244898,0.07232187282665731-0.5604672170126632*i
200,3.632653061,0.039667483057344105-0.644056498993999*i
200,3.653061224,-0.00812428970869702-0.7076125033311172*i
200,3.673469388,-0.06355665435876216-0.7543768030052068*i
200,3.693877551,-0.1232641935474102-0.7886586570670107*i
200,3.714285714,-0.18221292986213747-0.8095921847329312*i
200,3.734693878,-0.2392262634584924-0.82071153107031*i
200,3.755102041,-0.29498539255305534-0.8250661208927151*i
200,3.775510204,-0.3476264169251293-0.8229744876985328*i
200,3.795918367,-0.39601311668425243-0.8154745610892675*i
200,3.816326531,-0.44095302706441475-0.8040813198882777*i
200,3.836734694,-0.4833847614046771-0.7897884770884729*i
200,3.857142857,-0.5242250632652161-0.7731519269752132*i
200,3.87755102,-0.5640249102881433-0.7543704502539488*i
200,3.897959184,-0.6002258730640354-0.733557988341039*i
200,3.918367347,-0.6337223540752388-0.7112706126935935*i
200,3.93877551,-0.6649600752267019-0.6877476565004298*i
200,3.959183673,-0.6943607711221246-0.6631223925062032*i
200,3.979591837,-0.7223062139404375-0.637438800682562*i
200,4,-0.7491274081769764-0.610669259233062*i
210,3,0.16712056061898778-0.9551451300912749*i
210,3.020408163,0.13037669802694707-0.9582343643348019*i
210,3.040816327,0.09346415247353326-0.9598584199575639*i
210,3.06122449,0.05618571717963918-0.9598888206982141*i
210,3.081632653,0.018348088568335398-0.9581410415190059*i
210,3.102040816,-0.020226973665929595-0.9543711752839976*i
210,3.12244898,-0.0596900333995142-0.9482746945033186*i
210,3.142857143,-0.10023993976009048-0.939290481737655*i
210,3.163265306,-0.14045002973613543-0.9282984741382622*i
210,3.183673469,-0.18055037818792394-0.9149702810739507*i
210,3.204081633,-0.22083803155833842-0.8986985853994258*i
210,3.224489796,-0.2615000083901831-0.8786848960310364*i
210,3.244897959,-0.30254525522956766-0.8539449319834606*i
210,3.265306122,-0.34413187703912596-0.8224983151742313*i
210,3.285714286,-0.3834998525136536-0.7874929457740647*i
210,3.306122449,-0.4204233475324339-0.7485206097180644*i
210,3.326530612,-0.45470015862866986-0.7037318357280783*i
210,3.346938776,-0.4851814643636927-0.6506815666769333*i
210,3.367346939,-0.5092116825404845-0.586677476153016*i
210,3.387755102,-0.522547880499377-0.5075036643369004*i
210,3.408163265,-0.5209637499195113-0.4242626667614101*i
210,3.428571429,-0.5022113639344796-0.34145783342223474*i
210,3.448979592,-0.4622952679508321-0.260196450662195*i
210,3.469387755,-0.394061912320721-0.184818429328643*i
210,3.489795918,-0.2900656868325966-0.1278327631255952*i
210,3.510204082,-0.15366368979006145-0.1094462737979623*i
210,3.530612245,-0.02471170493979069-0.14204505975205972*i
210,3.551020408,0.0737479410481339-0.21444520941132564*i
210,3.571428571,0.13635115833946307-0.31035750322789935*i
210,3.591836735,0.16374487346061267-0.4184262778789346*i
210,3.612244898,0.1570519017396212-0.5301863553451707*i
210,3.632653061,0.12039386869019851-0.6330090567792764*i
210,3.653061224,0.0678163369023385-0.707483949633982*i
210,3.673469388,0.008537123961260017-0.7594636065020322*i
210,3.693877551,-0.05248542407807265-0.795250425929549*i
210,3.714285714,-0.11403654071597381-0.8198636121920613*i
210,3.734693878,-0.17657234797983448-0.8363480922280224*i
210,3.755102041,-0.23952289429347806-0.8455441722520048*i
210,3.775510204,-0.2960562231152709-0.8459055244606681*i
210,3.795918367,-0.3479945222068774-0.8403878423495106*i
210,3.816326531,-0.3962208200782347-0.8306191486539964*i
210,3.836734694,-0.44173713008355514-0.8176581354167919*i
210,3.857142857,-0.4855039572643699-0.8020961580999748*i
210,3.87755102,-0.5280945028721692-0.7841606772599186*i
210,3.897959184,-0.5668878181106796-0.7640669011315252*i
210,3.918367347,-0.6027771465568981-0.7423728272544081*i
210,3.93877551,-0.6362520853241986-0.7193396413514821*i
210,3.959183673,-0.6677720455222786-0.6951116721349855*i
210,3.979591837,-0.6977493598610754-0.6697362149995219*i
210,4,-0.7265383269865718-0.6431839613637859*i
220,3,0.15921050737396136-0.9554656131899317*i
220,3.020408163,0.12200678372718024-0.958242343292467*i
220,3.040816327,0.08463037651732137-0.9595115681322967*i
220,3.06122449,0.046876815822928665-0.9591414946560197*i
220,3.081632653,0.00854463536025131-0.9569415777648542*i
220,3.102040816,-0.030552931602547406-0.9526586288775193*i
220,3.12244898,-0.07057461097748596-0.9459750852649775*i
220,3.142857143,-0.11172386520566063-0.9363299602478536*i
220,3.163265306,-0.15252369316641134-0.9245866620972454*i
220,3.183673469,-0.19320881072535306-0.9104079138018762*i
220,3.204081633,-0.23408669379889235-0.893172023825683*i
220,3.224489796,-0.2753547529124561-0.8720561878835477*i
220,3.244897959,-0.31702870408110506-0.8460397470269762*i
220,3.265306122,-0.3592739367812972-0.8131703007282032*i
220,3.285714286,-0.39922463239303757-0.7765153496041468*i
220,3.306122449,-0.4366171907853806-0.7356352099238248*i
220,3.326530612,-0.47123477656090235-0.6886626197256477*i
220,3.346938776,-0.5019150256025918-0.6331063621602948*i
220,3.367346939,-0.5259670065292043-0.5661839628461428*i
220,3.387755102,-0.5390733232228858-0.483800105790984*i
220,3.408163265,-0.5367763863652572-0.3968944441595863*i
220,3.428571429,-0.5165169260364008-0.309866243838007*i
220,3.448979592,-0.47401126484000533-0.22397178553379257*i
220,3.469387755,-0.40183858485282553-0.14374649199899323*i
220,3.489795918,-0.2921851773538495-0.08191824392109115*i
220,3.510204082,-0.14785485910130605-0.059506185569311185*i
220,3.530612245,-0.009141396123142484-0.09074306836233269*i
220,3.551020408,0.09945550870730585-0.16522225416258196*i
220,3.571428571,0.1709959205140141-0.2663387842717896*i
220,3.591836735,0.2052021041549699-0.3817484745385839*i
220,3.612244898,0.20291737929119905-0.5019383110895914*i
220,3.632653061,0.16817276350263546-0.6133934069003932*i
220,3.653061224,0.11518090091350777-0.6954682655759092*i
220,3.673469388,0.05428277584796895-0.7536702567631928*i
220,3.693877551,-0.009000611498871252-0.7944951525349775*i
220,3.714285714,-0.07313589966732341-0.8231768378415795*i
220,3.734693878,-0.1383874226828889-0.8429356043012867*i
220,3.755102041,-0.20406974529538963-0.854762520013601*i
220,3.775510204,-0.26320940199808635-0.8571910690560229*i
220,3.795918367,-0.31752824912890576-0.8532800680261113*i
220,3.816326531,-0.3679492362670541-0.8447878558715647*i
220,3.836734694,-0.4155206466190916-0.8328539638754384*i
220,3.857142857,-0.4612417501296284-0.8181157568566657*i
220,3.87755102,-0.5057057234447682-0.8008284148246557*i
220,3.897959184,-0.5462040276402487-0.7812569113783165*i
220,3.918367347,-0.5836474661491903-0.7599798992963535*i
220,3.93877551,-0.6185597864343738-0.7372815228463643*i
220,3.959183673,-0.6514305041854709-0.7133191229082985*i
220,3.979591837,-0.682696868411623-0.6881456498989642*i
220,4,-0.7127324950460326-0.6617324679331095*i
230,3,0.15904421231593632-0.9554715811544958*i
230,3.020408163,0.12181221287918843-0.9582353519499995*i
230,3.040816327,0.0844077182660936-0.9594896170031343*i
230,3.06122449,0.046624686174906005-0.9591014141923057*i
230,3.081632653,0.008260100818844795-0.9568785320009892*i
230,3.102040816,-0.030874224918553357-0.9525655639149726*i
230,3.12244898,-0.07093817716817172-0.9458421409232962*i
230,3.142857143,-0.11213842075160099-0.9361399817718544*i
230,3.163265306,-0.1529859890833584-0.9243336257728795*i
230,3.183673469,-0.19371747340018464-0.9100824310525232*i
230,3.204081633,-0.23464263145930114-0.8927576806190852*i
230,3.224489796,-0.2759594705993467-0.87152697134618*i
230,3.244897959,-0.31768142828487944-0.8453575507465941*i
230,3.265306122,-0.3599738324940815-0.8122711179072899*i
230,3.285714286,-0.399941672876436-0.775372403868541*i
230,3.306122449,-0.4373142407646821-0.7342204658593582*i
230,3.326530612,-0.4718638382389199-0.6869272473267015*i
230,3.346938776,-0.5023971448933795-0.6309727942781472*i
230,3.367346939,-0.5261589228985883-0.5635494620604229*i
230,3.387755102,-0.5387295370919069-0.48055767130759475*i
230,3.408163265,-0.5356269561127096-0.39311109807976385*i
230,3.428571429,-0.5142773806130223-0.3057361579100774*i
230,3.448979592,-0.4703730130239967-0.21982773164574082*i
230,3.469387755,-0.39650662973032147-0.14016501341998538*i
230,3.489795918,-0.28508174647393647-0.07984675230767303*i
230,3.510204082,-0.13960088558319653-0.060099138848768524*i
230,3.530612245,-0.0011698720377927698-0.09430354574351346*i
230,3.551020408,0.10588001389502741-0.1711551468480241*i
230,3.571428571,0.17518062896192113-0.2736284502258755*i
230,3.591836735,0.20700151342036727-0.389350977633233*i
230,3.612244898,0.20258984414179304-0.5089793186933065*i
230,3.632653061,0.166281985479909-0.6193011143820654*i
230,3.653061224,0.11245695937195263-0.7001726724616287*i
230,3.673469388,0.05118717691804312-0.7573262123000802*i
230,3.693877551,-0.012203413817099013-0.7972793686132779*i
230,3.714285714,-0.07628980053235823-0.8252334773913561*i
230,3.734693878,-0.14138829263248845-0.8443772408718294*i
230,3.755102041,-0.20684823681609082-0.8556946172280696*i
230,3.775510204,-0.26576538477595557-0.8577586934087282*i
230,3.795918367,-0.31987535404453943-0.8535794252846456*i
230,3.816326531,-0.37010315515691394-0.8448837273687277*i
230,3.836734694,-0.41749288181509153-0.8327902782361902*i
230,3.857142857,-0.46303800444457915-0.8179240580021614*i
230,3.87755102,-0.5073287674167588-0.8005342926831266*i
230,3.897959184,-0.5476800455289665-0.7808879859949254*i
230,3.918367347,-0.584996195099291-0.759555118227104*i
230,3.93877551,-0.6197962014178127-0.7368142782679601*i
230,3.959183673,-0.6525650380102344-0.7128193006126944*i
230,3.979591837,-0.6837360040516799-0.6876212249293965*i
230,4,-0.7136795572143199-0.6611906516583851*i
240,3,0.16621660463796523-0.9551400650569862*i
240,3.020408163,0.1293924556428534-0.9581697436413241*i
240,3.040816327,0.09239757467819097-0.9597314432120642*i
240,3.06122449,0.05503244079602136-0.9596913530121827*i
240,3.081632653,0.017101830043581297-0.9578590043611029*i
240,3.102040816,-0.02157401168803037-0.9539838608286149*i
240,3.12244898,-0.061146729778781266-0.9477539690342213*i
240,3.142857143,-0.10180783318253968-0.9385827599890029*i
240,3.163265306,-0.14213213473278485-0.9273972954225468*i
240,3.183673469,-0.18235043132605386-0.913855959193967*i
240,3.204081633,-0.2227565287870961-0.8973295505655677*i
240,3.224489796,-0.2635297495033848-0.8769948785240884*i
240,3.244897959,-0.30466556259409977-0.8518406715911121*i
240,3.265306122,-0.34628649171462045-0.8198227541596026*i
240,3.285714286,-0.3856362059065916-0.7841977373570864*i
240,3.306122449,-0.4224805219453536-0.7445491839471755*i
240,3.326530612,-0.4565699387951723-0.6989742666621959*i
240,3.346938776,-0.4866536093448841-0.6449716435202768*i
240,3.367346939,-0.5099026311547222-0.5798234049890519*i
240,3.387755102,-0.5218748317677198-0.49933676113412745*i
240,3.408163265,-0.5183604096624623-0.4149729249328662*i
240,3.428571429,-0.49710306211025695-0.3315070668406491*i
240,3.448979592,-0.4540795585044539-0.25035833480544223*i
240,3.469387755,-0.382215961550032-0.17643637295490322*i
240,3.489795918,-0.27468115768516177-0.12308089877924286*i
240,3.510204082,-0.13646065454068482-0.11048321154555772*i
240,3.530612245,-0.00861138001725238-0.1489484464193175*i
240,3.551020408,0.08643249130196554-0.22578950759671304*i
240,3.571428571,0.1445189554349608-0.32402588245519603*i
240,3.591836735,0.16733411165667933-0.43237163492064545*i
240,3.612244898,0.15671721072352515-0.5427561153257157*i
240,3.632653061,0.11737177402654485-0.6432202641336853*i
240,3.653061224,0.0635233599838036-0.7154412658204214*i
240,3.673469388,0.0037191401185784163-0.7655417938497698*i
240,3.693877551,-0.057404421547837564-0.7998114560831232*i
240,3.714285714,-0.11879699522565608-0.8231963250697842*i
240,3.734693878,-0.1809941160049878-0.8386828949544376*i
240,3.755102041,-0.2434918455470198-0.8470907005136021*i
240,3.775510204,-0.2996167025308351-0.8469018510814246*i
240,3.795918367,-0.3511987462066307-0.8409826778344033*i
240,3.816326531,-0.39910973985966924-0.8309115141849044*i
240,3.836734694,-0.4443338206799207-0.8177220835123347*i
240,3.857142857,-0.48781639576250735-0.8019978992527813*i
240,3.87755102,-0.5301269664716-0.783963396828454*i
240,3.897959184,-0.5686977769733008-0.7637863220967055*i
240,3.918367347,-0.6044017511032398-0.7420314410018695*i
240,3.93877551,-0.6377182145025809-0.718953168199405*i
240,3.959183673,-0.6690977120413484-0.6946936947757615*i
240,3.979591837,-0.6989459756687011-0.669301546285874*i
240,4,-0.7276133491712378-0.6427507761130764*i
250,3,0.18273493131470028-0.9548673276968558*i
250,3.020408163,0.14695569106379341-0.9586119414730258*i
250,3.040816327,0.11099645986039006-0.9609835728268268*i
250,3.06122449,0.074686994557675-0.961860594562616*i
250,3.081632653,0.037861590672616914-0.9610741374639452*i
250,3.102040816,3.6811447391032614E-4-0.9584058782276271*i
250,3.12244898,-0.037921936823979284-0.953587444753462*i
250,3.142857143,-0.07715394304144749-0.9460924562126963*i
250,3.163265306,-0.1161186833339369-0.9367789474996697*i
250,3.183673469,-0.15502107884757715-0.9253431774559071*i
250,3.204081633,-0.19411075360718247-0.9112327289543728*i
250,3.224489796,-0.2335362551422495-0.8937372135909902*i
250,3.244897959,-0.2732926773316353-0.8719950064628487*i
250,3.265306122,-0.31348417991993727-0.844060576491537*i
250,3.285714286,-0.3517802529714429-0.8130943081268474*i
250,3.306122449,-0.388066663593815-0.778726039883485*i
250,3.326530612,-0.4221759952733318-0.7392065172579823*i
250,3.346938776,-0.45306058811709915-0.6923088445564621*i
250,3.367346939,-0.4783485447914596-0.6356610034825076*i
250,3.387755102,-0.49430533602278487-0.5644946150807758*i
250,3.408163265,-0.49744124054269867-0.4898821669354164*i
250,3.428571429,-0.4859397324341655-0.416015028146644*i
250,3.448979592,-0.4564224750478086-0.3430469772160429*i
250,3.469387755,-0.40212750186910334-0.27400337590268914*i
250,3.489795918,-0.3154872612089853-0.21965833853168276*i
250,3.510204082,-0.20366477639427466-0.1982072365361347*i
250,3.530612245,-0.09684186441244802-0.21864690508984333*i
250,3.551020408,-0.005572681627957344-0.27808000605045374*i
250,3.571428571,0.058292817689836504-0.3693970632057052*i
250,3.591836735,0.08210408398307695-0.46751601123639547*i
250,3.612244898,0.0735960257009386-0.5605104314249229*i
250,3.632653061,0.04087756736389405-0.6440045740977962*i
250,3.653061224,-0.006912323381187064-0.7074851442385979*i
250,3.673469388,-0.06231905337097189-0.7542337165269818*i
250,3.693877551,-0.12195596079872055-0.7885849294962578*i
250,3.714285714,-0.1808850405287315-0.8095923717967018*i
250,3.734693878,-0.23790949184299245-0.8207933470356984*i
250,3.755102041,-0.29365826552979346-0.8252651636849467*i
250,3.775510204,-0.3463143519750724-0.8232798600155052*i
250,3.795918367,-0.39476563039456347-0.815850762945551*i
250,3.816326531,-0.4397862923937437-0.8045034706172134*i
250,3.836734694,-0.4822912917199229-0.7902537535958063*i
250,3.857142857,-0.5231877091626123-0.7736836820063111*i
250,3.87755102,-0.5630329668967382-0.7550061180463052*i
250,3.897959184,-0.5993004097593088-0.7342442348529445*i
250,3.918367347,-0.6328689686839717-0.7119877907850125*i
250,3.93877551,-0.6641795421195359-0.688482323635695*i
250,3.959183673,-0.6936498562783003-0.6638700153348144*i
250,3.979591837,-0.7216594135701968-0.6382053350617187*i
250,4,-0.7485391035955974-0.611471600430676*i
260,3,0.2044384910473284-0.9542436706552845*i
260,3.020408163,0.16998667595428818-0.9588977435086181*i
260,3.040816327,0.13534668704916322-0.9622849999583448*i
260,3.06122449,0.10038268340342475-0.9643029873550407*i
260,3.081632653,0.06496380977708492-0.9648114319581066*i
260,3.102040816,0.028970766414622144-0.9636309775120881*i
260,3.12244898,-0.0076970332096912624-0.9605431559793842*i
260,3.142857143,-0.045140265135497196-0.9550850423898761*i
260,3.163265306,-0.08238634926817352-0.9480351289170584*i
260,3.183673469,-0.11960597471646423-0.9391321696485344*i
260,3.204081633,-0.15699632758031187-0.9279107519296367*i
260,3.224489796,-0.19466730128410337-0.9137873653763475*i
260,3.244897959,-0.23260365023507823-0.8960668517020259*i
260,3.265306122,-0.270784556931633-0.8729350189072422*i
260,3.285714286,-0.3075022021023841-0.847403245647387*i
260,3.306122449,-0.3427378938533184-0.8191436060445813*i
260,3.326530612,-0.376331722666507-0.7865981569689121*i
260,3.346938776,-0.40738268860683424-0.7478816589152657*i
260,3.367346939,-0.43394305476041256-0.7010716318265058*i
260,3.387755102,-0.4528082941063356-0.6403666297325369*i
260,3.408163265,-0.46045017035793123-0.5770498226626757*i
260,3.428571429,-0.4568498954735939-0.5162619444251515*i
260,3.448979592,-0.44071407003609575-0.4564563224229472*i
260,3.469387755,-0.40511885924735136-0.3976329811482949*i
260,3.489795918,-0.3416211559812553-0.3490976503604862*i
260,3.510204082,-0.2557380918889052-0.32619246557419124*i
260,3.530612245,-0.1730702311668641-0.3373125053122689*i
260,3.551020408,-0.10196027340386425-0.3809022475340404*i
260,3.571428571,-0.05211104749441294-0.45190903754340117*i
260,3.591836735,-0.03567733713092905-0.5286178239246218*i
260,3.612244898,-0.04541610123092737-0.6014695364806903*i
260,3.632653061,-0.07561663000082487-0.6683719694775148*i
260,3.653061224,-0.11865643019716018-0.7175652866233259*i
260,3.673469388,-0.16808587724924934-0.7527315001692766*i
260,3.693877551,-0.22095456625864282-0.7778644627506632*i
260,3.714285714,-0.27325054747505495-0.791543853100463*i
260,3.734693878,-0.3238799925601198-0.79693869850842*i
260,3.755102041,-0.3731299517076598-0.7966470916238869*i
260,3.775510204,-0.4193951416137157-0.7907221228833218*i
260,3.795918367,-0.4628799706787043-0.7805929685856344*i
260,3.816326531,-0.504337403369267-0.7673974461014548*i
260,3.836734694,-0.5430755553668426-0.7513519331208054*i
260,3.857142857,-0.5793516827114307-0.7330495792783871*i
260,3.87755102,-0.613816247465239-0.7129389010935427*i
260,3.897959184,-0.6463053595060975-0.6911927054241105*i
260,3.918367347,-0.6764192601293728-0.6681344951359092*i
260,3.93877551,-0.7045223795583465-0.6439743801977035*i
260,3.959183673,-0.7309638097979749-0.6188381351865161*i
260,3.979591837,-0.7560650995702247-0.5927784973553252*i
260,4,-0.780111319835357-0.5657874390748031*i
270,3,0.22851881918464437-0.9534328608222995*i
270,3.020408163,0.1955437195842255-0.9590914394398704*i
270,3.040816327,0.162375140179989-0.9635926044467076*i
270,3.06122449,0.1289155999919699-0.9668584861225494*i
270,3.081632653,0.09507232654773139-0.9687838857899089*i
270,3.102040816,0.06076157330405222-0.9692355969863704*i
270,3.12244898,0.025913165543280065-0.9680525306526478*i
270,3.142857143,-0.00951889144543469-0.9648711365920281*i
270,3.163265306,-0.04482914920900365-0.9603165085767355*i
270,3.183673469,-0.08014270050887995-0.9541867248858713*i
270,3.204081633,-0.11559620510829843-0.9461302721320693*i
270,3.224489796,-0.15125963659398198-0.9357177184682804*i
270,3.244897959,-0.18711204654332372-0.9224471330395103*i
270,3.265306122,-0.22305146399903555-0.9048213698277913*i
270,3.285714286,-0.2579583745660197-0.8853721908411705*i
270,3.306122449,-0.29187889078906676-0.8638357852533266*i
270,3.326530612,-0.3246773410441692-0.8389739024850433*i
270,3.346938776,-0.3556601919034442-0.8093626572011193*i
270,3.367346939,-0.3834058906175144-0.7736113134100538*i
270,3.387755102,-0.40555244147347563-0.7266848962741737*i
270,3.408163265,-0.4196910022143215-0.6778343859616734*i
270,3.428571429,-0.42609751449223365-0.6308396310933662*i
270,3.448979592,-0.42354866548137554-0.5841118169754211*i
270,3.469387755,-0.40706109988099476-0.5373283405921397*i
270,3.489795918,-0.3698319832935732-0.49639914622485554*i
270,3.510204082,-0.3144828171464823-0.47248636977173863*i
270,3.530612245,-0.26022015385989905-0.47305620008880966*i
270,3.551020408,-0.21261660664726598-0.4978045187585041*i
270,3.571428571,-0.1787426727039832-0.5444599611944593*i
270,3.591836735,-0.16962009854509041-0.5964596884388935*i
270,3.612244898,-0.18056927180568727-0.6468350368289271*i
270,3.632653061,-0.20730133924413613-0.6935231626697183*i
270,3.653061224,-0.2442969502432673-0.7266851982964191*i
270,3.673469388,-0.2864473365306882-0.749072218682588*i
270,3.693877551,-0.3313889248332206-0.7640106167190952*i
270,3.714285714,-0.3759726116083123-0.7697425708158382*i
270,3.734693878,-0.4192570768634881-0.7689072256474343*i
270,3.755102041,-0.46141772751425136-0.7636547679608512*i
270,3.775510204,-0.5011855125576342-0.7538319222520586*i
270,3.795918367,-0.5386925241244018-0.740613462273791*i
270,3.816326531,-0.5745113924360151-0.7249392964354924*i
270,3.836734694,-0.6080880059018947-0.7069177774174328*i
270,3.857142857,-0.6396135647357895-0.6870319919226202*i
270,3.87755102,-0.6695475331645642-0.6656572229622866*i
270,3.897959184,-0.6976286983696854-0.6429318919578558*i
270,3.918367347,-0.7239669130068717-0.6190758715373188*i
270,3.93877551,-0.7488731148271499-0.5942289009300793*i
270,3.959183673,-0.7722219572542754-0.5685120711698515*i
270,3.979591837,-0.7940590834742166-0.5420502018551471*i
270,4,-0.814587246839028-0.5148863423889043*i
280,3,0.2508979526750395-0.952528589664415*i
280,3.020408163,0.21927678215973284-0.959098358110721*i
280,3.040816327,0.1874596748385682-0.9646047385350466*i
280,3.06122449,0.15538297879797794-0.968993026416434*i
280,3.081632653,0.122986671376059-0.9721894865311869*i
280,3.102040816,0.09021709559165922-0.9741010033743097*i
280,3.12244898,0.0570297456212864-0.9746152393442633*i
280,3.142857143,0.023418827629904083-0.9734657849789334*i
280,3.163265306,-0.010123350310454504-0.9711146545061976*i
280,3.183673469,-0.04368176232544766-0.9674172196277809*i
280,3.204081633,-0.07734254076410343-0.9621243551884451*i
280,3.224489796,-0.11114155289644084-0.9549368175457867*i
280,3.244897959,-0.14504909279815828-0.9455094708874264*i
280,3.265306122,-0.17888235012235212-0.9325774250797803*i
280,3.285714286,-0.2120002693216655-0.918317930424144*i
280,3.306122449,-0.2444810227869851-0.9025101626478387*i
280,3.326530612,-0.2761782201820327-0.8841742899187958*i
280,3.346938776,-0.3065238001993321-0.862276590765635*i
280,3.367346939,-0.3344485339065991-0.8358968655836178*i
280,3.387755102,-0.3583991063118299-0.8051280068781647*i
280,3.408163265,-0.3784544051470806-0.7721907430128694*i
280,3.428571429,-0.3919854766725672-0.7362039315755375*i
280,3.448979592,-0.3942922501877296-0.6975823565179248*i
280,3.469387755,-0.3893203606611566-0.6630236220843364*i
280,3.489795918,-0.37424381144169766-0.6341722508284082*i
280,3.510204082,-0.3471381581905452-0.6166770421739924*i
280,3.530612245,-0.3210252817950414-0.6154429442887633*i
280,3.551020408,-0.3010420961684879-0.6297956213768681*i
280,3.571428571,-0.29091928909036135-0.6574604368682592*i
280,3.591836735,-0.2972425438159907-0.6856009841294914*i
280,3.612244898,-0.3152267656169662-0.7112782819860605*i
280,3.632653061,-0.3428168469396489-0.7354444988495973*i
280,3.653061224,-0.3762862803174442-0.7491690767373512*i
280,3.673469388,-0.4123625327178481-0.7556640581642546*i
280,3.693877551,-0.44955740915343323-0.7576040445650776*i
280,3.714285714,-0.48621432995246117-0.7532936284507242*i
280,3.734693878,-0.521694316201631-0.7446474268958561*i
280,3.755102041,-0.5561602957862637-0.733110455034427*i
280,3.775510204,-0.5888188061593563-0.7184580292536216*i
280,3.795918367,-0.6197646128882038-0.7014728156635698*i
280,3.816326531,-0.6493737095194939-0.6827617784685802*i
280,3.836734694,-0.677281562313968-0.6623732033527749*i
280,3.857142857,-0.7036086044733011-0.6406232489695103*i
280,3.87755102,-0.7286476084278907-0.6177533348050166*i
280,3.897959184,-0.752221718671987-0.5938548623977441*i
280,3.918367347,-0.7743952266790671-0.5690766738644372*i
280,3.93877551,-0.7953651228166934-0.5435097951783859*i
280,3.959183673,-0.8150429190572855-0.5172413208531003*i
280,3.979591837,-0.8334514571309809-0.490362307506612*i
280,4,-0.8507192937130403-0.4629017871693554*i
290,3,0.2710218051823024-0.9517587077827856*i
290,3.020408163,0.2406303118093369-0.9591636987788451*i
290,3.040816327,0.21004120320493397-0.9655858845512666*i
290,3.06122449,0.17922303715846505-0.9709954018759546*i
290,3.081632653,0.14814588800330578-0.9753510385012849*i
290,3.102040816,0.11678280650695788-0.9786001464479284*i
290,3.12244898,0.08511127960461717-0.9806788401628685*i
290,3.142857143,0.05316021619463259-0.9814392135718707*i
290,3.163265306,0.02123263028292093-0.9811327758797425*i
290,3.183673469,-0.010717021680886485-0.979680469290366*i
290,3.204081633,-0.042731408146097424-0.9769461001543362*i
290,3.224489796,-0.07482334085564907-0.9727662034721999*i
290,3.244897959,-0.10696858161528193-0.9669520871911885*i
290,3.265306122,-0.1389745317643616-0.9586958229900582*i
290,3.285714286,-0.17057431960270839-0.9494133405584735*i
290,3.306122449,-0.20182009939073944-0.9389545419903703*i
290,3.326530612,-0.23259307149988387-0.9267230040937868*i
290,3.346938776,-0.2625430408072327-0.9121385744142549*i
290,3.367346939,-0.2910603629254528-0.8947305495836619*i
